"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"13206","NIFK",0.511603285737066,7.22702580416978,28.2067779327553,5.65882767561656e-07,"Q9BYG3","Q9BYG3","reviewed","MK67I_HUMAN","MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67) (hNIFK)","NIFK MKI67IP NOPP34","","NIFK","chromosome [GO:0005694]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; protein-containing complex assembly [GO:0065003]; rRNA metabolic process [GO:0016072]; rRNA transcription [GO:0009303]","P46013; Q15025","SUBCELLULAR LOCATION: Nucleus, nucleolus. Chromosome. Note=Localizes to mitotic chromosomes in conjunction with MKI67.","ENST00000285814.9;",5.05315223855513e-05
"13280","NOC3L",0.426912784932874,6.34714379671302,15.895452040561,0.000120152670447177,"Q8WTT2","Q8WTT2","reviewed","NOC3L_HUMAN","Nucleolar complex protein 3 homolog (NOC3 protein homolog) (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein)","NOC3L AD24 C10orf117 FAD24","FUNCTION: May be required for adipogenesis. {ECO:0000250}.","NOC3L","mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; chromatin binding [GO:0003682]; RNA binding [GO:0003723]; DNA replication initiation [GO:0006270]; fat cell differentiation [GO:0045444]","","SUBCELLULAR LOCATION: Nucleus, nucleolus. Nucleus speckle.","ENST00000371361.3;",0.00452761103593232
"13295","NOLC1",0.413442453482971,6.87978917870451,16.5120544883753,9.04609379063476e-05,"Q14978","Q14978","reviewed","NOLC1_HUMAN","Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130)","NOLC1 KIAA0035 NS5ATP13","FUNCTION: Nucleolar protein that acts as a regulator of RNA polymerase I by connecting RNA polymerase I with enzymes responsible for ribosomal processing and modification (PubMed:10567578, PubMed:26399832). Required for neural crest specification: following monoubiquitination by the BCR(KBTBD8) complex, associates with TCOF1 and acts as a platform to connect RNA polymerase I with enzymes responsible for ribosomal processing and modification, leading to remodel the translational program of differentiating cells in favor of neural crest specification (PubMed:26399832). Involved in nucleologenesis, possibly by playing a role in the maintenance of the fundamental structure of the fibrillar center and dense fibrillar component in the nucleolus (PubMed:9016786). It has intrinsic GTPase and ATPase activities (PubMed:9016786). {ECO:0000269|PubMed:10567578, ECO:0000269|PubMed:26399832, ECO:0000269|PubMed:9016786}.","NOLC1","box C/D RNP complex [GO:0031428]; box H/ACA snoRNP complex [GO:0031429]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; box C/D RNA binding [GO:0034512]; box C/D snoRNP complex binding [GO:0062064]; box H/ACA snoRNA binding [GO:0034513]; box H/ACA snoRNP complex binding [GO:0062065]; GTP binding [GO:0005525]; molecular function inhibitor activity [GO:0140678]; nuclear localization sequence binding [GO:0008139]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]; TFIIB-class transcription factor binding [GO:0001093]; box H/ACA RNA metabolic process [GO:0033979]; mitotic cell cycle [GO:0000278]; neural crest cell development [GO:0014032]; neural crest formation [GO:0014029]; nucleolus organization [GO:0007000]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of protein import into nucleus [GO:0042306]; regulation of translation [GO:0006417]; response to osmotic stress [GO:0006970]; rRNA processing [GO:0006364]","P49407; P32121; PRO_0000038593 [P04591]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:7657714}. Cytoplasm {ECO:0000269|PubMed:7657714}. Note=Shuttles between the nucleolus and the cytoplasm. At telophase it begins to assemble into granular-like pre-nucleolar bodies which are subsequently relocated to nucleoli at the early G1-phase. {ECO:0000269|PubMed:7657714}.","ENST00000405356.5 [Q14978-2];ENST00000488254.6 [Q14978-3];ENST00000605788.6 [Q14978-1];",0.00359563841808238
"13305","NOP53",0.466657501640587,7.0032945746675,21.1046391146609,1.15461493263053e-05,"Q9NZM5","Q9NZM5","reviewed","NOP53_HUMAN","Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (Protein interacting with carboxyl terminus 1) (PICT-1) (p60)","NOP53 GLT GLTSCR2 PICT1","FUNCTION: Nucleolar protein which is involved in the integration of the 5S RNP into the ribosomal large subunit during ribosome biogenesis (PubMed:24120868). In ribosome biogenesis, may also play a role in rRNA transcription (PubMed:27729611). Also functions as a nucleolar sensor that regulates the activation of p53/TP53 in response to ribosome biogenesis perturbation, DNA damage and other stress conditions (PubMed:21741933, PubMed:24120868, PubMed:27829214). DNA damage or perturbation of ribosome biogenesis disrupt the interaction between NOP53 and RPL11 allowing RPL11 transport to the nucleoplasm where it can inhibit MDM2 and allow p53/TP53 activation (PubMed:24120868, PubMed:27829214). It may also positively regulate the function of p53/TP53 in cell cycle arrest and apoptosis through direct interaction, preventing its MDM2-dependent ubiquitin-mediated proteasomal degradation (PubMed:22522597). Originally identified as a tumor suppressor, it may also play a role in cell proliferation and apoptosis by positively regulating the stability of PTEN, thereby antagonizing the PI3K-AKT/PKB signaling pathway (PubMed:15355975, PubMed:16971513, PubMed:27729611). May also inhibit cell proliferation and increase apoptosis through its interaction with NF2 (PubMed:21167305). May negatively regulate NPM1 by regulating its nucleoplasmic localization, oligomerization and ubiquitin-mediated proteasomal degradation (PubMed:25818168). Thereby, may prevent NPM1 interaction with MYC and negatively regulate transcription mediated by the MYC-NPM1 complex (PubMed:25956029). May also regulate cellular aerobic respiration (PubMed:24556985). In the cellular response to viral infection, may play a role in the attenuation of interferon-beta through the inhibition of DDX58/RIG-1 (PubMed:27824081). {ECO:0000269|PubMed:15355975, ECO:0000269|PubMed:16971513, ECO:0000269|PubMed:21167305, ECO:0000269|PubMed:21741933, ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24120868, ECO:0000269|PubMed:24556985, ECO:0000269|PubMed:25818168, ECO:0000269|PubMed:25956029, ECO:0000269|PubMed:27729611, ECO:0000269|PubMed:27824081, ECO:0000269|PubMed:27829214}.","NOP53","cytosol [GO:0005829]; fibrillar center [GO:0001650]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5S rRNA binding [GO:0008097]; identical protein binding [GO:0042802]; p53 binding [GO:0002039]; RNA binding [GO:0003723]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to hypoxia [GO:0071456]; DNA repair [GO:0006281]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription of nucleolar large rRNA by RNA polymerase I [GO:1901837]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein K63-linked deubiquitination [GO:1903006]; protein localization to nucleolus [GO:1902570]; protein localization to nucleoplasm [GO:1990173]; protein stabilization [GO:0050821]; regulation of aerobic respiration [GO:1903715]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of protein phosphorylation [GO:0001932]; regulation of RIG-I signaling pathway [GO:0039535]; regulation of signal transduction by p53 class mediator [GO:1901796]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]","Q8NHQ1; O95786; P26583; Q9H2G4","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10196275, ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:20042497, ECO:0000269|PubMed:22292050, ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24923447, ECO:0000269|PubMed:25956029, ECO:0000269|PubMed:27729611, ECO:0000269|PubMed:27829214}. Nucleus, nucleoplasm {ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24923447, ECO:0000269|PubMed:26903295, ECO:0000269|PubMed:27323397}. Note=In the nucleolus may be more specifically localized to the fibrillar center (PubMed:27729611). Mainly nucleolar it relocalizes to the nucleoplasm under specific conditions including ribosomal stress enabling it to interact and regulate nucleoplasmic proteins like p53/TP53 (PubMed:22522597, PubMed:24923447, PubMed:27323397, PubMed:26903295). Also detected in the cytosol (PubMed:24923447, PubMed:27824081). {ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24923447, ECO:0000269|PubMed:26903295, ECO:0000269|PubMed:27323397, ECO:0000269|PubMed:27729611, ECO:0000269|PubMed:27824081}.","ENST00000246802.10;",0.000658298822814072
"13361","NPM1",0.3336670622862,11.7438467988813,15.5306983369122,0.000142248088581294,"A0A7I2V433","A0A7I2V433","unreviewed","A0A7I2V433_HUMAN","Nucleophosmin","NPM1","","NPM1","nucleus [GO:0005634]","","","ENST00000676613.1;",0.00518026744934038
"13559","OCIAD2",0.760858037815016,7.81441957347732,54.8834472114949,2.66660171113001e-11,"Q56VL3","Q56VL3","reviewed","OCAD2_HUMAN","OCIA domain-containing protein 2 (Ovarian carcinoma immunoreactive antigen-like protein)","OCIAD2","","OCIAD2","endosome [GO:0005768]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; endocytosis [GO:0006897]; hematopoietic stem cell homeostasis [GO:0061484]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; response to bacterium [GO:0009617]","","SUBCELLULAR LOCATION: Endosome {ECO:0000305}.","ENST00000273860.8 [Q56VL3-2];ENST00000508632.6 [Q56VL3-1];ENST00000620187.4 [Q56VL3-2];",8.41097791336428e-09
"13560","OCLN",0.63587540115573,4.50610581563531,15.238478968254,0.00016292753624075,"Q16625","Q16625","reviewed","OCLN_HUMAN","Occludin","OCLN","FUNCTION: May play a role in the formation and regulation of the tight junction (TJ) paracellular permeability barrier. It is able to induce adhesion when expressed in cells lacking tight junctions. {ECO:0000269|PubMed:19114660}.; FUNCTION: (Microbial infection) Acts as a coreceptor for hepatitis C virus (HCV) in hepatocytes. {ECO:0000269|PubMed:19182773, ECO:0000269|PubMed:20375010}.","OCLN","apical plasma membrane [GO:0016324]; apicolateral plasma membrane [GO:0016327]; bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; cell leading edge [GO:0031252]; cell-cell junction [GO:0005911]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; tight junction [GO:0070160]; protein domain specific binding [GO:0019904]; bicellular tight junction assembly [GO:0070830]; cell-cell junction organization [GO:0045216]; maintenance of blood-brain barrier [GO:0035633]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of blood-brain barrier permeability [GO:1905605]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose import [GO:0046326]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of wound healing [GO:0090303]; protein localization to cell leading edge [GO:1902463]; protein-containing complex assembly [GO:0065003]; regulation of glucose transmembrane transport [GO:0010827]","Q9BXN2; P49674; P50570-2; Q8TED1; P19404; O15162; Q8N205; P24723","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19017651, ECO:0000269|PubMed:19114660, ECO:0000269|PubMed:9175707}; Multi-pass membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:10523508, ECO:0000269|PubMed:19017651, ECO:0000269|PubMed:19114660, ECO:0000269|PubMed:19332538, ECO:0000269|PubMed:23239027, ECO:0000269|PubMed:9175707}.","ENST00000355237.6 [Q16625-1];ENST00000396442.7 [Q16625-1];ENST00000538151.2 [Q16625-4];ENST00000680027.1 [Q16625-1];ENST00000680496.1 [Q16625-2];ENST00000680784.1 [Q16625-2];ENST00000681041.1 [Q16625-1];ENST00000681586.1 [Q16625-1];",0.00571005537405754
"13565","ODC1",0.424581382934845,8.66960826816173,17.1285715814313,8.36302508094487e-05,"P11926","P11926","reviewed","DCOR_HUMAN","Ornithine decarboxylase (ODC) (EC 4.1.1.17)","ODC1","FUNCTION: Catalyzes the first and rate-limiting step of polyamine biosynthesis that converts ornithine into putrescine, which is the precursor for the polyamines, spermidine and spermine. Polyamines are essential for cell proliferation and are implicated in cellular processes, ranging from DNA replication to apoptosis. {ECO:0000269|PubMed:17900240}.","ODC1","cytoplasm [GO:0005737]; cytosol [GO:0005829]; ornithine decarboxylase activity [GO:0004586]; protein homodimerization activity [GO:0042803]; cell population proliferation [GO:0008283]; kidney development [GO:0001822]; polyamine metabolic process [GO:0006595]; positive regulation of cell population proliferation [GO:0008284]; putrescine biosynthetic process from ornithine [GO:0033387]; regulation of protein catabolic process [GO:0042176]; response to virus [GO:0009615]","Q9H8Y8; Q92993; Q9UMX2; Q9UMX2-2","","ENST00000234111.9;ENST00000405333.5;",0.00338607284643805
"13577","OGFRL1",0.690940746320463,5.70627893463617,35.687148931369,2.84409425130484e-08,"Q5TC84","Q5TC84","reviewed","OGRL1_HUMAN","Opioid growth factor receptor-like protein 1","OGFRL1","","OGFRL1","membrane [GO:0016020]; opioid growth factor receptor activity [GO:0140625]","","","ENST00000370435.5;",4.03037008539981e-06
"13580","OGT",0.734878226914517,6.33072528543364,47.7073467010099,3.25026937108288e-10,"O15294","O15294","reviewed","OGT1_HUMAN","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","OGT","FUNCTION: Catalyzes the transfer of a single N-acetylglucosamine from UDP-GlcNAc to a serine or threonine residue in cytoplasmic and nuclear proteins resulting in their modification with a beta-linked N-acetylglucosamine (O-GlcNAc) (PubMed:26678539, PubMed:23103939, PubMed:21240259, PubMed:21285374, PubMed:15361863). Glycosylates a large and diverse number of proteins including histone H2B, AKT1, ATG4B, EZH2, PFKL, KMT2E/MLL5, MAPT/TAU and HCFC1 (PubMed:19451179, PubMed:20200153, PubMed:21285374, PubMed:22923583, PubMed:23353889, PubMed:24474760, PubMed:26678539, PubMed:27527864). Can regulate their cellular processes via cross-talk between glycosylation and phosphorylation or by affecting proteolytic processing (PubMed:21285374). Probably by glycosylating KMT2E/MLL5, stabilizes KMT2E/MLL5 by preventing its ubiquitination (PubMed:26678539). Involved in insulin resistance in muscle and adipocyte cells via glycosylating insulin signaling components and inhibiting the 'Thr-308' phosphorylation of AKT1, enhancing IRS1 phosphorylation and attenuating insulin signaling (By similarity). Involved in glycolysis regulation by mediating glycosylation of 6-phosphofructokinase PFKL, inhibiting its activity (PubMed:22923583). Component of a THAP1/THAP3-HCFC1-OGT complex that is required for the regulation of the transcriptional activity of RRM1. Plays a key role in chromatin structure by mediating O-GlcNAcylation of 'Ser-112' of histone H2B: recruited to CpG-rich transcription start sites of active genes via its interaction with TET proteins (TET1, TET2 or TET3) (PubMed:22121020, PubMed:23353889). As part of the NSL complex indirectly involved in acetylation of nucleosomal histone H4 on several lysine residues (PubMed:20018852). O-GlcNAcylation of 'Ser-75' of EZH2 increases its stability, and facilitating the formation of H3K27me3 by the PRC2/EED-EZH2 complex (PubMed:24474760). Regulates circadian oscillation of the clock genes and glucose homeostasis in the liver. Stabilizes clock proteins ARNTL/BMAL1 and CLOCK through O-glycosylation, which prevents their ubiquitination and subsequent degradation. Promotes the CLOCK-ARNTL/BMAL1-mediated transcription of genes in the negative loop of the circadian clock such as PER1/2 and CRY1/2 (PubMed:12150998, PubMed:19451179, PubMed:20018868, PubMed:20200153, PubMed:21285374, PubMed:15361863). O-glycosylates HCFC1 and regulates its proteolytic processing and transcriptional activity (PubMed:21285374, PubMed:28584052, PubMed:28302723). Regulates mitochondrial motility in neurons by mediating glycosylation of TRAK1 (By similarity). Glycosylates HOXA1 (By similarity). O-glycosylates FNIP1 (PubMed:30699359). Promotes autophagy by mediating O-glycosylation of ATG4B (PubMed:27527864). {ECO:0000250|UniProtKB:P56558, ECO:0000250|UniProtKB:Q8CGY8, ECO:0000269|PubMed:12150998, ECO:0000269|PubMed:15361863, ECO:0000269|PubMed:19451179, ECO:0000269|PubMed:20018852, ECO:0000269|PubMed:20018868, ECO:0000269|PubMed:20200153, ECO:0000269|PubMed:21240259, ECO:0000269|PubMed:21285374, ECO:0000269|PubMed:22121020, ECO:0000269|PubMed:22923583, ECO:0000269|PubMed:23103939, ECO:0000269|PubMed:23353889, ECO:0000269|PubMed:24474760, ECO:0000269|PubMed:26678539, ECO:0000269|PubMed:27527864, ECO:0000269|PubMed:28302723, ECO:0000269|PubMed:28584052, ECO:0000269|PubMed:30699359}.; FUNCTION: [Isoform 2]: The mitochondrial isoform (mOGT) is cytotoxic and triggers apoptosis in several cell types including INS1, an insulinoma cell line. {ECO:0000269|PubMed:20824293}.","OGT","cell projection [GO:0042995]; cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; mitochondrial membrane [GO:0031966]; NSL complex [GO:0044545]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein N-acetylglucosaminyltransferase complex [GO:0017122]; protein-containing complex [GO:0032991]; Sin3 complex [GO:0016580]; acetylglucosaminyltransferase activity [GO:0008375]; chromatin DNA binding [GO:0031490]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; protein N-acetylglucosaminyltransferase activity [GO:0016262]; protein O-GlcNAc transferase activity [GO:0097363]; apoptotic process [GO:0006915]; chromatin organization [GO:0006325]; circadian regulation of gene expression [GO:0032922]; hemopoiesis [GO:0030097]; histone H3-K4 trimethylation [GO:0080182]; histone H4-K16 acetylation [GO:0043984]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]; mitophagy [GO:0000423]; negative regulation of cell migration [GO:0030336]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; phosphatidylinositol-mediated signaling [GO:0048015]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of histone H3-K27 methylation [GO:0061087]; positive regulation of histone H3-K4 methylation [GO:0051571]; positive regulation of proteolysis [GO:0045862]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein O-linked glycosylation [GO:0006493]; protein processing [GO:0016485]; regulation of dosage compensation by inactivation of X chromosome [GO:1900095]; regulation of gluconeogenesis [GO:0006111]; regulation of glycolytic process [GO:0006110]; regulation of insulin receptor signaling pathway [GO:0046626]; regulation of necroptotic process [GO:0060544]; regulation of Rac protein signal transduction [GO:0035020]; regulation of transcription by RNA polymerase II [GO:0006357]; response to insulin [GO:0032868]; response to nutrient [GO:0007584]; signal transduction [GO:0007165]","P51610; O95644; Q9H1M0; Q8NDX5; P36873; P11464; Q04206; O95721; Q15750; E7EQS8; Q6N021; Q6N021-1; O43151; Q9UPV9; O94763; O94763-1; P09022; P63088; Q8BG87; A0A0S2Z5B5; Q9H1M0; Q9UHR5; Q8N9R8; Q15973","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26678539}. Cytoplasm {ECO:0000269|PubMed:26678539}. Note=Predominantly localizes to the nucleus. {ECO:0000269|PubMed:26678539}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion {ECO:0000269|PubMed:20824293}. Membrane {ECO:0000269|PubMed:20824293}. Note=Associates with the mitochondrial inner membrane. {ECO:0000269|PubMed:20824293}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000269|PubMed:21285374}. Nucleus {ECO:0000269|PubMed:20018852, ECO:0000269|PubMed:21285374}. Cell membrane {ECO:0000250|UniProtKB:P56558}. Mitochondrion membrane {ECO:0000250|UniProtKB:P56558}. Cell projection {ECO:0000250|UniProtKB:P56558}. Note=Mostly in the nucleus. Retained in the nucleus via interaction with HCFC1 (PubMed:21285374). After insulin induction, translocated from the nucleus to the cell membrane via phosphatidylinositide binding. Colocalizes with AKT1 at the plasma membrane. TRAK1 recruits this protein to mitochondria. In the absence of TRAK1, localizes in cytosol and nucleus (By similarity). {ECO:0000250|UniProtKB:P56558, ECO:0000269|PubMed:21285374}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm. Nucleus.","ENST00000373701.7 [O15294-3];ENST00000373719.8 [O15294-1];",7.56693664534485e-08
"13619","OR51B5",0.710122772062247,4.95886325653395,29.1977529897675,3.7688254022817e-07,"Q9H339","Q9H339","reviewed","O51B5_HUMAN","Olfactory receptor 51B5 (Odorant receptor HOR5'beta5) (Olfactory receptor OR11-37)","OR51B5","FUNCTION: Odorant receptor. {ECO:0000305}.","OR51B5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; sensory perception of smell [GO:0007608]","","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.","ENST00000300773.3;",3.59527558863517e-05
"13649","OSBPL6",0.897789095142706,4.43604356620243,30.234460685214,2.47203247844854e-07,"Q9BZF3","Q9BZF3","reviewed","OSBL6_HUMAN","Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6)","OSBPL6 ORP6","FUNCTION: Regulates cellular transport and efflux of cholesterol (PubMed:26941018). Plays a role in phosphatidylinositol-4-phophate (PI4P) turnover at the neuronal membrane (By similarity). Binds via its PH domain PI4P, phosphatidylinositol-4,5-diphosphate, phosphatidylinositol-3,4,5-triphosphate, and phosphatidic acid (By similarity). Weakly binds 25-hydroxycholesterol (PubMed:17428193). {ECO:0000250|UniProtKB:Q8BXR9, ECO:0000269|PubMed:17428193, ECO:0000269|PubMed:26941018}.","OSBPL6","cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; cholesterol binding [GO:0015485]; sterol binding [GO:0032934]; sterol transporter activity [GO:0015248]; bile acid biosynthetic process [GO:0006699]; regulation of cholesterol transport [GO:0032374]","Q9Q2G4; O14901","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:14593528, ECO:0000269|PubMed:30028970}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:14593528, ECO:0000269|PubMed:26941018, ECO:0000269|PubMed:30028970}; Peripheral membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000269|PubMed:14593528}. Cell membrane {ECO:0000269|PubMed:14593528, ECO:0000269|PubMed:30028970}; Peripheral membrane protein {ECO:0000305}. Endosome membrane {ECO:0000269|PubMed:26941018}; Peripheral membrane protein {ECO:0000305}. Note=Co-localizes with OSBPL3 at contact sites between the plasma membrane and the endoplasmic reticulum. {ECO:0000250|UniProtKB:Q8BXR9}.","ENST00000190611.9 [Q9BZF3-1];ENST00000315022.2 [Q9BZF3-3];ENST00000357080.8 [Q9BZF3-6];ENST00000359685.7 [Q9BZF3-2];ENST00000392505.6 [Q9BZF3-5];ENST00000409045.7 [Q9BZF3-4];ENST00000409631.5 [Q9BZF3-2];",2.5310506360492e-05
"13653","OSCAR",6.36675955891038,1.3055085608229,36.5646763501825,2.2896261731705e-08,"A0A087WV17","A0A087WV17","unreviewed","A0A087WV17_HUMAN","Osteoclast-associated immunoglobulin-like receptor","OSCAR","","OSCAR","","","","ENST00000359649.8;ENST00000611261.4;",3.34148727183002e-06
"13680","OXCT1",0.414960912430165,6.06803065741738,13.9366368514361,0.000299917480700677,"P55809","P55809","reviewed","SCOT1_HUMAN","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (SCOT) (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s) (Succinyl-CoA:3-oxoacid CoA transferase)","OXCT1 OXCT SCOT","FUNCTION: Key enzyme for ketone body catabolism. Catalyzes the first, rate-limiting step of ketone body utilization in extrahepatic tissues, by transferring coenzyme A (CoA) from a donor thiolester species (succinyl-CoA) to an acceptor carboxylate (acetoacetate), and produces acetoacetyl-CoA. Acetoacetyl-CoA is further metabolized by acetoacetyl-CoA thiolase into two acetyl-CoA molecules which enter the citric acid cycle for energy production (PubMed:10964512). Forms a dimeric enzyme where both of the subunits are able to form enzyme-CoA thiolester intermediates, but only one subunit is competent to transfer the CoA moiety to the acceptor carboxylate (3-oxo acid) and produce a new acyl-CoA. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate (By similarity). {ECO:0000250|UniProtKB:Q29551, ECO:0000269|PubMed:10964512}.","OXCT1","mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3-oxoacid CoA-transferase activity [GO:0008260]; CoA-transferase activity [GO:0008410]; identical protein binding [GO:0042802]; succinyl-CoA 3-ketoacid-CoA transferase activity [GO:0106424]; adipose tissue development [GO:0060612]; brain development [GO:0007420]; cellular ketone body metabolic process [GO:0046950]; heart development [GO:0007507]; ketone body catabolic process [GO:0046952]; ketone catabolic process [GO:0042182]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; response to activity [GO:0014823]; response to ethanol [GO:0045471]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410]","","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:B2GV06}.","ENST00000196371.10 [P55809-1];ENST00000510634.5 [P55809-2];ENST00000512084.5 [P55809-2];",0.00914825655861448
